problem_id,submission_id,token_count,file_size_bytes,clean_source,obfuscated_binary,input_file,output_file,compiler,optimization_level,is_stripped,obfuscator,obfuscation_techniques,verification_status,function_count,nloc,cc_total,cc_max,decision_points,cf_density,length_group,complexity_group,stratum,representative_random_score,length_rank,complexity_rank_within_length_group,lizard_error
p00085,s080629636,539,1879,clean_src/p00085/s080629636.c,obfuscated_bin/p00085/s080629636_fla_bcf_instsub.elf,input_output/p00085/input.txt,input_output/p00085/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,6,92,22,8,16,17.391304347826086,short,simple,short_simple,0.9850615572618198,921,320,
p00086,s694945423,258,654,clean_src/p00086/s694945423.c,obfuscated_bin/p00086/s694945423_fla_bcf_instsub.elf,input_output/p00086/input.txt,input_output/p00086/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,41,15,15,14,34.146341463414636,short,complex,short_complex,0.4593047299023465,8,1035,
p00087,s567537582,513,1327,clean_src/p00087/s567537582.c,obfuscated_bin/p00087/s567537582_fla_bcf_instsub.elf,input_output/p00087/input.txt,input_output/p00087/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,64,16,16,15,23.4375,short,simple,short_simple,0.925753946526516,853,599,
p00088,s899117048,858,3245,clean_src/p00088/s899117048.c,obfuscated_bin/p00088/s899117048_fla_bcf_instsub.elf,input_output/p00088/input.txt,input_output/p00088/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,158,27,27,26,16.455696202531644,long,simple,long_simple,0.829341869623011,1565,338,
p00089,s518449809,536,1172,clean_src/p00089/s518449809.c,obfuscated_bin/p00089/s518449809_fla_bcf_instsub.elf,input_output/p00089/input.txt,input_output/p00089/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,2,61,19,12,17,27.86885245901639,short,complex,short_complex,0.9878734051119973,912,804,
p00090,s128795252,542,977,clean_src/p00090/s128795252.c,obfuscated_bin/p00090/s128795252_fla_bcf_instsub.elf,input_output/p00090/input.txt,input_output/p00090/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,2,41,16,12,14,34.146341463414636,short,complex,short_complex,0.7860339714262665,931,1033,
p00091,s235008502,1344,2171,clean_src/p00091/s235008502.c,obfuscated_bin/p00091/s235008502_fla_bcf_instsub.elf,input_output/p00091/input.txt,input_output/p00091/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,5,89,70,27,65,73.03370786516854,long,complex,long_complex,0.7625734150252677,1999,1241,
p00092,s021283471,469,1359,clean_src/p00092/s021283471.c,obfuscated_bin/p00092/s021283471_fla_bcf_instsub.elf,input_output/p00092/input.txt,input_output/p00092/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,59,16,16,15,25.423728813559322,short,complex,short_complex,0.895014246115498,742,684,
p00093,s139138163,277,679,clean_src/p00093/s139138163.c,obfuscated_bin/p00093/s139138163_fla_bcf_instsub.elf,input_output/p00093/input.txt,input_output/p00093/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,49,11,11,10,20.408163265306122,short,simple,short_simple,0.8177997260314991,89,455,
p00095,s958207575,267,420,clean_src/p00095/s958207575.c,obfuscated_bin/p00095/s958207575_fla_bcf_instsub.elf,input_output/p00095/input.txt,input_output/p00095/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,20,7,7,6,30.0,short,complex,short_complex,0.7614131404182575,44,897,
p00096,s443208879,4060,19081,clean_src/p00096/s443208879.c,obfuscated_bin/p00096/s443208879_fla_bcf_instsub.elf,input_output/p00096/input.txt,input_output/p00096/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,12,3,3,2,16.666666666666664,long,simple,long_simple,0.9861037454591548,2570,344,
p00097,s309579140,560,1120,clean_src/p00097/s309579140.c,obfuscated_bin/p00097/s309579140_fla_bcf_instsub.elf,input_output/p00097/input.txt,input_output/p00097/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,3,42,25,12,22,52.38095238095239,short,complex,short_complex,0.9027259263709494,984,1255,
p00098,s696068828,463,1108,clean_src/p00098/s696068828.c,obfuscated_bin/p00098/s696068828_fla_bcf_instsub.elf,input_output/p00098/input.txt,input_output/p00098/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,51,15,15,14,27.450980392156865,short,complex,short_complex,0.8003609240738384,727,782,
p00099,s118038451,631,1780,clean_src/p00099/s118038451.c,obfuscated_bin/p00099/s118038451_fla_bcf_instsub.elf,input_output/p00099/input.txt,input_output/p00099/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,5,71,23,10,18,25.352112676056336,short,complex,short_complex,0.5323569650943403,1145,680,
p00100,s748296328,394,1015,clean_src/p00100/s748296328.c,obfuscated_bin/p00100/s748296328_fla_bcf_instsub.elf,input_output/p00100/input.txt,input_output/p00100/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,2,61,16,12,14,22.950819672131146,short,simple,short_simple,0.8847201809932145,521,578,
p00101,s328339307,275,665,clean_src/p00101/s328339307.c,obfuscated_bin/p00101/s328339307_fla_bcf_instsub.elf,input_output/p00101/input.txt,input_output/p00101/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,33,14,14,13,39.39393939393939,short,complex,short_complex,0.4434650725923772,80,1142,
p00102,s880328411,436,803,clean_src/p00102/s880328411.c,obfuscated_bin/p00102/s880328411_fla_bcf_instsub.elf,input_output/p00102/input.txt,input_output/p00102/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,33,22,22,21,63.63636363636363,short,complex,short_complex,0.9069115296887638,651,1281,
p00103,s543785216,422,1517,clean_src/p00103/s543785216.c,obfuscated_bin/p00103/s543785216_fla_bcf_instsub.elf,input_output/p00103/input.txt,input_output/p00103/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,77,14,14,13,16.883116883116884,short,simple,short_simple,0.9157840942718412,616,292,
p00105,s334581635,642,1575,clean_src/p00105/s334581635.c,obfuscated_bin/p00105/s334581635_fla_bcf_instsub.elf,input_output/p00105/input.txt,input_output/p00105/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,2,79,22,16,20,25.31645569620253,short,complex,short_complex,0.9029573336304344,1167,679,
p00106,s428494792,623,904,clean_src/p00106/s428494792.c,obfuscated_bin/p00106/s428494792_fla_bcf_instsub.elf,input_output/p00106/input.txt,input_output/p00106/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,78,22,22,21,26.923076923076923,short,complex,short_complex,0.9967090575055131,1128,764,
p00107,s605278849,289,2549,clean_src/p00107/s605278849.c,obfuscated_bin/p00107/s605278849_fla_bcf_instsub.elf,input_output/p00107/input.txt,input_output/p00107/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,2,54,7,6,5,9.25925925925926,short,simple,short_simple,0.9949331282846378,145,47,
p00108,s613621014,517,1535,clean_src/p00108/s613621014.c,obfuscated_bin/p00108/s613621014_fla_bcf_instsub.elf,input_output/p00108/input.txt,input_output/p00108/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,5,63,18,7,13,20.634920634920633,short,simple,short_simple,0.7134569871678371,866,473,
p00109,s096783516,603,1934,clean_src/p00109/s096783516.c,obfuscated_bin/p00109/s096783516_fla_bcf_instsub.elf,input_output/p00109/input.txt,input_output/p00109/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,5,99,31,11,26,26.262626262626267,short,complex,short_complex,0.7187610488990442,1076,729,
p00110,s256634733,619,1650,clean_src/p00110/s256634733.c,obfuscated_bin/p00110/s256634733_fla_bcf_instsub.elf,input_output/p00110/input.txt,input_output/p00110/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,93,34,34,33,35.483870967741936,short,complex,short_complex,0.8137156055259771,1119,1076,
p00111,s236164177,1229,4447,clean_src/p00111/s236164177.c,obfuscated_bin/p00111/s236164177_fla_bcf_instsub.elf,input_output/p00111/input.txt,input_output/p00111/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,2,224,46,44,44,19.642857142857142,long,simple,long_simple,0.763280268195658,1923,478,
p00112,s291444790,305,913,clean_src/p00112/s291444790.c,obfuscated_bin/p00112/s291444790_fla_bcf_instsub.elf,input_output/p00112/input.txt,input_output/p00112/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,3,47,12,6,9,19.148936170212767,short,simple,short_simple,0.5966332517661296,212,391,
p00113,s066494768,290,795,clean_src/p00113/s066494768.c,obfuscated_bin/p00113/s066494768_fla_bcf_instsub.elf,input_output/p00113/input.txt,input_output/p00113/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,50,12,12,11,22.0,short,simple,short_simple,0.9053735130194901,149,535,
p00114,s718422266,327,907,clean_src/p00114/s718422266.c,obfuscated_bin/p00114/s718422266_fla_bcf_instsub.elf,input_output/p00114/input.txt,input_output/p00114/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,4,37,10,3,6,16.216216216216218,short,simple,short_simple,0.9922998545694659,298,266,
p00115,s355400328,886,1836,clean_src/p00115/s355400328.c,obfuscated_bin/p00115/s355400328_fla_bcf_instsub.elf,input_output/p00115/input.txt,input_output/p00115/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,6,60,28,23,22,36.666666666666664,long,complex,long_complex,0.9243293484495445,1609,899,
p00116,s776987641,595,1872,clean_src/p00116/s776987641.c,obfuscated_bin/p00116/s776987641_fla_bcf_instsub.elf,input_output/p00116/input.txt,input_output/p00116/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,3,79,29,25,26,32.91139240506329,short,complex,short_complex,0.9927328277761709,1058,996,
p00117,s163982962,687,1314,clean_src/p00117/s163982962.c,obfuscated_bin/p00117/s163982962_fla_bcf_instsub.elf,input_output/p00117/input.txt,input_output/p00117/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,4,52,18,8,14,26.923076923076923,short,complex,short_complex,0.8406818765770588,1276,763,
p00118,s222595378,1106,3548,clean_src/p00118/s222595378.c,obfuscated_bin/p00118/s222595378_fla_bcf_instsub.elf,input_output/p00118/input.txt,input_output/p00118/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,100,31,31,30,30.0,long,complex,long_complex,0.45408680255216316,1831,753,
p00119,s186439701,292,781,clean_src/p00119/s186439701.c,obfuscated_bin/p00119/s186439701_fla_bcf_instsub.elf,input_output/p00119/input.txt,input_output/p00119/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,3,50,13,5,10,20.0,short,simple,short_simple,0.3635528912273921,160,434,
p00120,s807805154,575,1383,clean_src/p00120/s807805154.c,obfuscated_bin/p00120/s807805154_fla_bcf_instsub.elf,input_output/p00120/input.txt,input_output/p00120/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,3,59,24,13,21,35.59322033898305,short,complex,short_complex,0.8525743219266573,1016,1078,
p00121,s943967179,815,1192,clean_src/p00121/s943967179.c,obfuscated_bin/p00121/s943967179_fla_bcf_instsub.elf,input_output/p00121/input.txt,input_output/p00121/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,5,46,20,7,15,32.608695652173914,long,complex,long_complex,0.8212521934638024,1499,818,
p00122,s470090736,493,1213,clean_src/p00122/s470090736.c,obfuscated_bin/p00122/s470090736_fla_bcf_instsub.elf,input_output/p00122/input.txt,input_output/p00122/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,40,19,19,18,45.0,short,complex,short_complex,0.9420607820088525,806,1212,
p00123,s676350433,448,1380,clean_src/p00123/s676350433.c,obfuscated_bin/p00123/s676350433_fla_bcf_instsub.elf,input_output/p00123/input.txt,input_output/p00123/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,47,33,33,32,68.08510638297872,short,complex,short_complex,0.9925125703698136,683,1287,
p00124,s371697075,642,2923,clean_src/p00124/s371697075.c,obfuscated_bin/p00124/s371697075_fla_bcf_instsub.elf,input_output/p00124/input.txt,input_output/p00124/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,87,15,15,14,16.091954022988507,short,simple,short_simple,0.6705602709252694,1168,262,
p00125,s952179291,1003,1957,clean_src/p00125/s952179291.c,obfuscated_bin/p00125/s952179291_fla_bcf_instsub.elf,input_output/p00125/input.txt,input_output/p00125/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,73,69,69,68,93.15068493150685,long,complex,long_complex,0.6698384803013894,1742,1285,
p00126,s281025523,748,2058,clean_src/p00126/s281025523.c,obfuscated_bin/p00126/s281025523_fla_bcf_instsub.elf,input_output/p00126/input.txt,input_output/p00126/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,109,34,34,33,30.275229357798167,long,complex,long_complex,0.9368959674603835,1387,765,
p00127,s100684151,1057,5929,clean_src/p00127/s100684151.c,obfuscated_bin/p00127/s100684151_fla_bcf_instsub.elf,input_output/p00127/input.txt,input_output/p00127/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,191,46,46,45,23.56020942408377,long,simple,long_simple,0.9136681583436382,1788,581,
p00128,s348367890,375,1096,clean_src/p00128/s348367890.c,obfuscated_bin/p00128/s348367890_fla_bcf_instsub.elf,input_output/p00128/input.txt,input_output/p00128/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,37,17,17,16,43.24324324324324,short,complex,short_complex,0.986158273320832,463,1194,
p00129,s174215963,572,1880,clean_src/p00129/s174215963.c,obfuscated_bin/p00129/s174215963_fla_bcf_instsub.elf,input_output/p00129/input.txt,input_output/p00129/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,7,74,18,10,11,14.864864864864865,short,simple,short_simple,0.8268538786570598,1009,197,
p00131,s213760696,634,1572,clean_src/p00131/s213760696.c,obfuscated_bin/p00131/s213760696_fla_bcf_instsub.elf,input_output/p00131/input.txt,input_output/p00131/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,7,99,30,7,23,23.232323232323232,short,simple,short_simple,0.8769141082989967,1152,588,
p00132,s664627612,2485,4575,clean_src/p00132/s664627612.c,obfuscated_bin/p00132/s664627612_fla_bcf_instsub.elf,input_output/p00132/input.txt,input_output/p00132/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,7,182,91,55,84,46.15384615384615,long,complex,long_complex,0.7034464308348907,2372,1088,
p00133,s402250654,339,779,clean_src/p00133/s402250654.c,obfuscated_bin/p00133/s402250654_fla_bcf_instsub.elf,input_output/p00133/input.txt,input_output/p00133/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,38,8,8,7,18.421052631578945,short,simple,short_simple,0.8658613132729451,333,369,
p00135,s849725848,656,2777,clean_src/p00135/s849725848.c,obfuscated_bin/p00135/s849725848_fla_bcf_instsub.elf,input_output/p00135/input.txt,input_output/p00135/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,100,59,59,58,57.99999999999999,short,complex,short_complex,0.785994953408758,1204,1269,
p00136,s527788282,400,975,clean_src/p00136/s527788282.c,obfuscated_bin/p00136/s527788282_fla_bcf_instsub.elf,input_output/p00136/input.txt,input_output/p00136/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,48,19,19,18,37.5,short,complex,short_complex,0.8007550873367523,544,1112,
p00137,s359649794,273,680,clean_src/p00137/s359649794.c,obfuscated_bin/p00137/s359649794_fla_bcf_instsub.elf,input_output/p00137/input.txt,input_output/p00137/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,3,41,8,4,5,12.195121951219512,short,simple,short_simple,0.3005311434557749,71,120,
p00138,s391294403,759,1784,clean_src/p00138/s391294403.c,obfuscated_bin/p00138/s391294403_fla_bcf_instsub.elf,input_output/p00138/input.txt,input_output/p00138/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,97,35,35,34,35.051546391752574,long,complex,long_complex,0.9926844591791323,1408,866,
p00139,s592485646,473,2258,clean_src/p00139/s592485646.c,obfuscated_bin/p00139/s592485646_fla_bcf_instsub.elf,input_output/p00139/input.txt,input_output/p00139/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,69,34,34,33,47.82608695652174,short,complex,short_complex,0.8297675888241778,752,1233,
p00140,s130521084,395,1127,clean_src/p00140/s130521084.c,obfuscated_bin/p00140/s130521084_fla_bcf_instsub.elf,input_output/p00140/input.txt,input_output/p00140/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,33,5,5,4,12.121212121212121,short,simple,short_simple,0.8874481583098718,525,117,
p00141,s943940882,1189,2299,clean_src/p00141/s943940882.c,obfuscated_bin/p00141/s943940882_fla_bcf_instsub.elf,input_output/p00141/input.txt,input_output/p00141/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,5,61,47,10,42,68.85245901639344,long,complex,long_complex,0.9538717670971788,1898,1229,
p00142,s634430882,654,1786,clean_src/p00142/s634430882.c,obfuscated_bin/p00142/s634430882_fla_bcf_instsub.elf,input_output/p00142/input.txt,input_output/p00142/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,4,73,24,14,20,27.397260273972602,short,complex,short_complex,0.7508113834326575,1200,779,
p00143,s120974260,503,1077,clean_src/p00143/s120974260.c,obfuscated_bin/p00143/s120974260_fla_bcf_instsub.elf,input_output/p00143/input.txt,input_output/p00143/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,2,31,13,11,11,35.483870967741936,short,complex,short_complex,0.9336047103937013,830,1073,
p00144,s825184464,487,1221,clean_src/p00144/s825184464.c,obfuscated_bin/p00144/s825184464_fla_bcf_instsub.elf,input_output/p00144/input.txt,input_output/p00144/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,64,16,16,15,23.4375,short,simple,short_simple,0.981354574464678,787,600,
p00145,s188707372,358,914,clean_src/p00145/s188707372.c,obfuscated_bin/p00145/s188707372_fla_bcf_instsub.elf,input_output/p00145/input.txt,input_output/p00145/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,3,59,10,5,7,11.864406779661017,short,simple,short_simple,0.9518619516262441,400,110,
p00146,s236905606,619,1120,clean_src/p00146/s236905606.c,obfuscated_bin/p00146/s236905606_fla_bcf_instsub.elf,input_output/p00146/input.txt,input_output/p00146/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,46,15,15,14,30.434782608695656,short,complex,short_complex,0.7904257377494037,1120,919,
p00147,s277270182,372,712,clean_src/p00147/s277270182.c,obfuscated_bin/p00147/s277270182_fla_bcf_instsub.elf,input_output/p00147/input.txt,input_output/p00147/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,41,22,22,21,51.21951219512195,short,complex,short_complex,0.8237758094606369,446,1249,
p00149,s568845307,309,678,clean_src/p00149/s568845307.c,obfuscated_bin/p00149/s568845307_fla_bcf_instsub.elf,input_output/p00149/input.txt,input_output/p00149/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,45,16,16,15,33.33333333333333,short,complex,short_complex,0.8253830629907425,223,1018,
